Product Description,Product Price,Star Ratings,Global Ratings,Image Source
Apple iPhone 14 Pro (128 GB) - Silver,"₹1,29,900",4.6,745,https://m.media-amazon.com/images/I/61lKQWyMdDL._AC_UY218_.jpg
