Product Description,Product Price,Star Ratings,Global Ratings,Image Source
"OnePlus 11 5G (Titan Black, 16GB RAM, 256GB Storage)","₹61,999",4.3,"4,263",https://m.media-amazon.com/images/I/71K84j2O8wL._AC_UY218_.jpg
