Product Description,Product Price,Star Ratings,Global Ratings,Image Source
"(Refurbished) Realme 9 Pro 5G (Aurora Green, 6GB RAM, 128GB Storage)",₹149,3.5,22,https://m.media-amazon.com/images/I/31wkiKRthrL._AC_UY218_.jpg
